<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20200107;050000;1.1193300;1.1193500;1.1189000;1.1191000;21076
20200107;060000;1.1191200;1.1194400;1.1190000;1.1192300;25329
20200107;070000;1.1192100;1.1193500;1.1189000;1.1190900;24943
20200107;080000;1.1190900;1.1192500;1.1181000;1.1182700;30457
20200107;090000;1.1183000;1.1189800;1.1180000;1.1181600;76809
20200107;100000;1.1181400;1.1185400;1.1171000;1.1174000;102794
20200107;110000;1.1173900;1.1187500;1.1171000;1.1184400;114580
20200107;120000;1.1184000;1.1189700;1.1179000;1.1184200;86302
20200107;130000;1.1184500;1.1186200;1.1164000;1.1176200;103369
20200107;140000;1.1176200;1.1184900;1.1170000;1.1181700;82044
20200107;150000;1.1181700;1.1183300;1.1169000;1.1174500;80102
20200107;160000;1.1173900;1.1177800;1.1153000;1.1156100;125706
20200107;170000;1.1156000;1.1162300;1.1145000;1.1147800;108925
20200107;180000;1.1147900;1.1151800;1.1133000;1.1140800;135760
20200107;190000;1.1141700;1.1144000;1.1132000;1.1136000;81769
20200107;200000;1.1136800;1.1147500;1.1135000;1.1142300;62955
20200107;210000;1.1142400;1.1149500;1.1140000;1.1143400;46183
20200107;220000;1.1143000;1.1145000;1.1140000;1.1144700;48789
20200107;230000;1.1144000;1.1147700;1.1141000;1.1143600;39488
20200108;000000;1.1143600;1.1153600;1.1142000;1.1152400;36647
20200108;010000;1.1151700;1.1153600;1.1141000;1.1147700;34187
20200108;020000;1.1147500;1.1154400;1.1144000;1.1154000;68371
20200108;030000;1.1154100;1.1168200;1.1151000;1.1158600;162923
20200108;040000;1.1158600;1.1163300;1.1153000;1.1155500;117394
20200108;050000;1.1155500;1.1161400;1.1151000;1.1158600;118310
20200108;060000;1.1158600;1.1159200;1.1152000;1.1154600;67162
20200108;070000;1.1154700;1.1156000;1.1143000;1.1147700;50677
20200108;080000;1.1147700;1.1151300;1.1145000;1.1148000;49886
20200108;090000;1.1148900;1.1153900;1.1147000;1.1149600;56281
20200108;100000;1.1150000;1.1155000;1.1142000;1.1151000;132381
20200108;110000;1.1151000;1.1153300;1.1128000;1.1134800;170657
20200108;120000;1.1134800;1.1144900;1.1124000;1.1138300;94811
20200108;130000;1.1138200;1.1138600;1.1124000;1.1127100;104883
20200108;140000;1.1127400;1.1131200;1.1119000;1.1127100;103573
20200108;150000;1.1127200;1.1130700;1.1113000;1.1116700;100427
20200108;160000;1.1116500;1.1122400;1.1110000;1.1120000;132308
20200108;170000;1.1119900;1.1126900;1.1116000;1.1124500;100830
20200108;180000;1.1124600;1.1131000;1.1114000;1.1119800;117116
20200108;190000;1.1119600;1.1120200;1.1108000;1.1116300;110281
20200108;200000;1.1116300;1.1126100;1.1111000;1.1117200;112620
20200108;210000;1.1118100;1.1118100;1.1109000;1.1112600;65227
20200108;220000;1.1113100;1.1114100;1.1107000;1.1111200;47170
20200108;230000;1.1111200;1.1114800;1.1108000;1.1111800;47652
20200109;000000;1.1112000;1.1113000;1.1100000;1.1105000;31711
20200109;010000;1.1105400;1.1114600;1.1101900;1.1109700;19493
20200109;020000;1.1109600;1.1113100;1.1105000;1.1112700;17954
20200109;030000;1.1112900;1.1116000;1.1107000;1.1112500;57279
20200109;040000;1.1113400;1.1119500;1.1109000;1.1116500;51688
20200109;050000;1.1117200;1.1119000;1.1113000;1.1115100;31948
20200109;060000;1.1114300;1.1118000;1.1113000;1.1115100;27952
20200109;070000;1.1115400;1.1116000;1.1111000;1.1115400;25799
20200109;080000;1.1115400;1.1119000;1.1113000;1.1118300;31979
20200109;090000;1.1118300;1.1119000;1.1109000;1.1112400;53301
20200109;100000;1.1112500;1.1120400;1.1109000;1.1114300;87158
20200109;110000;1.1115200;1.1117700;1.1103000;1.1117100;102710
20200109;120000;1.1117300;1.1119200;1.1097000;1.1099300;125900
20200109;130000;1.1099300;1.1111800;1.1095000;1.1109400;84032
20200109;140000;1.1109700;1.1113000;1.1101000;1.1104000;63397
20200109;150000;1.1103000;1.1116700;1.1102000;1.1113400;87018
20200109;160000;1.1113400;1.1117400;1.1105000;1.1114700;93477
20200109;170000;1.1114900;1.1114900;1.1102000;1.1108500;77574
20200109;180000;1.1108100;1.1110700;1.1092000;1.1102000;103913
20200109;190000;1.1102300;1.1106200;1.1092800;1.1106000;77334
20200109;200000;1.1106000;1.1111500;1.1102000;1.1104500;57045
20200109;210000;1.1104700;1.1108700;1.1102000;1.1105200;61829
20200109;220000;1.1104300;1.1110000;1.1103000;1.1106100;36376
20200109;230000;1.1106000;1.1107500;1.1102000;1.1106200;36447
20200110;000000;1.1106200;1.1107000;1.1102000;1.1105000;19316
20200110;010000;1.1105600;1.1107100;1.1101000;1.1106000;13807
20200110;020000;1.1106500;1.1109300;1.1105000;1.1109200;16348
20200110;030000;1.1109300;1.1109500;1.1104000;1.1106700;34958
20200110;040000;1.1107000;1.1107400;1.1101000;1.1104000;30553
20200110;050000;1.1104000;1.1108400;1.1102000;1.1108200;30433
20200110;060000;1.1107900;1.1108800;1.1105000;1.1108100;22188
20200110;070000;1.1108100;1.1111100;1.1105000;1.1107400;23026
20200110;080000;1.1107500;1.1110000;1.1104000;1.1108800;24724
20200110;090000;1.1109000;1.1110100;1.1105000;1.1109000;27230
20200110;100000;1.1109200;1.1111100;1.1103000;1.1107000;52636
20200110;110000;1.1106800;1.1109300;1.1092000;1.1098900;81186
20200110;120000;1.1099200;1.1100100;1.1089000;1.1096400;84134
20200110;130000;1.1096200;1.1098500;1.1089000;1.1092800;66284
20200110;140000;1.1092400;1.1096200;1.1084000;1.1092900;62735
20200110;150000;1.1092800;1.1099500;1.1090000;1.1098400;53944
20200110;160000;1.1098400;1.1113800;1.1088000;1.1096700;171580
20200110;170000;1.1096800;1.1103500;1.1085000;1.1100600;128019
20200110;180000;1.1100600;1.1117900;1.1097000;1.1112800;123254
20200110;190000;1.1112900;1.1120700;1.1109000;1.1117900;88168
20200110;200000;1.1118000;1.1129200;1.1117000;1.1122200;67513
20200110;210000;1.1121500;1.1123300;1.1117000;1.1118300;35755
20200110;220000;1.1118300;1.1123200;1.1115000;1.1121900;38392
20200110;230000;1.1122000;1.1122200;1.1118000;1.1121200;33746
20200111;000000;1.1120200;1.1122500;1.1115100;1.1115100;18921
20200111;010000;1.1121000;1.1121000;1.1120000;1.1120000;4
20200112;210000;1.1117500;1.1122500;1.1115000;1.1116000;61
20200112;220000;1.1118000;1.1120200;1.1116000;1.1117000;88
20200112;230000;1.1117000;1.1121100;1.1116000;1.1116000;82
20200113;000000;1.1121100;1.1121400;1.1113000;1.1113300;161
20200113;010000;1.1116100;1.1121000;1.1110800;1.1116500;14316
20200113;020000;1.1116800;1.1118200;1.1112000;1.1116000;20023
20200113;030000;1.1116300;1.1119000;1.1114000;1.1117900;22011
20200113;040000;1.1117900;1.1121400;1.1116000;1.1121100;22803
20200113;050000;1.1121200;1.1126100;1.1118000;1.1125500;19518
20200113;060000;1.1125700;1.1130000;1.1124000;1.1129200;26979
20200113;070000;1.1129200;1.1130600;1.1126000;1.1127300;18351
20200113;080000;1.1127200;1.1132000;1.1125000;1.1129000;22065
20200113;090000;1.1129700;1.1130300;1.1123000;1.1128600;27269
20200113;100000;1.1128700;1.1130200;1.1120000;1.1122900;54532
20200113;110000;1.1122800;1.1129800;1.1119000;1.1127300;65796
20200113;120000;1.1128100;1.1136100;1.1113000;1.1114900;93726
20200113;130000;1.1115000;1.1119600;1.1111000;1.1116800;63724
20200113;140000;1.1116800;1.1124100;1.1115000;1.1120200;56059
20200113;150000;1.1120200;1.1126200;1.1117000;1.1124600;62395
20200113;160000;1.1124500;1.1128500;1.1117000;1.1118500;77694
20200113;170000;1.1118700;1.1126800;1.1116000;1.1123800;88612
20200113;180000;1.1124000;1.1138200;1.1119000;1.1133000;95029
20200113;190000;1.1133000;1.1147000;1.1131000;1.1137100;74875
20200113;200000;1.1137200;1.1142000;1.1134000;1.1139600;47072
20200113;210000;1.1139800;1.1145000;1.1137000;1.1139600;38881
20200113;220000;1.1139600;1.1141400;1.1136000;1.1138300;30326
20200113;230000;1.1138100;1.1138700;1.1134000;1.1137500;28777
20200114;000000;1.1137500;1.1138000;1.1132000;1.1133800;16651
20200114;010000;1.1133700;1.1139400;1.1130000;1.1135200;19701
20200114;020000;1.1134400;1.1137000;1.1132000;1.1134300;15856
20200114;030000;1.1134400;1.1142200;1.1132000;1.1138400;38925
20200114;040000;1.1137500;1.1141000;1.1130000;1.1136300;67316
20200114;050000;1.1136200;1.1138700;1.1134000;1.1137100;34267
20200114;060000;1.1137200;1.1139000;1.1133000;1.1135700;31111
20200114;070000;1.1135600;1.1138200;1.1134000;1.1136300;23715
20200114;080000;1.1136500;1.1138500;1.1134000;1.1136900;24597
20200114;090000;1.1136800;1.1144600;1.1133000;1.1144300;43569
20200114;100000;1.1144500;1.1144500;1.1136000;1.1142300;69405
20200114;110000;1.1142100;1.1144100;1.1132000;1.1135000;97986
20200114;120000;1.1135200;1.1135700;1.1128000;1.1131400;68321
20200114;130000;1.1131400;1.1135400;1.1126000;1.1133900;57707
20200114;140000;1.1133000;1.1134600;1.1124000;1.1130300;83121
20200114;150000;1.1130300;1.1130400;1.1118000;1.1120700;79298
20200114;160000;1.1120600;1.1121000;1.1104000;1.1109400;137848
20200114;170000;1.1110100;1.1123500;1.1103000;1.1121700;112903
20200114;180000;1.1121500;1.1123300;1.1112000;1.1122100;103677
20200114;190000;1.1122000;1.1130500;1.1119000;1.1129000;76903
20200114;200000;1.1129600;1.1133000;1.1126000;1.1131000;45091
20200114;210000;1.1131100;1.1134800;1.1128000;1.1131400;52586
20200114;220000;1.1131400;1.1133100;1.1126000;1.1127500;46161
20200114;230000;1.1128000;1.1130200;1.1125000;1.1127500;41833
20200115;000000;1.1128400;1.1128400;1.1123000;1.1127400;18432
20200115;010000;1.1128400;1.1129200;1.1124000;1.1126100;13177
20200115;020000;1.1126300;1.1128100;1.1124000;1.1127500;20501
20200115;030000;1.1127600;1.1130700;1.1125000;1.1129500;31376
20200115;040000;1.1129500;1.1131100;1.1125000;1.1129600;32461
20200115;050000;1.1129600;1.1131200;1.1125000;1.1129100;28650
20200115;060000;1.1129200;1.1131200;1.1126000;1.1130100;24360
20200115;070000;1.1130300;1.1134000;1.1128000;1.1133100;23118
20200115;080000;1.1133000;1.1134600;1.1130000;1.1133900;21200
20200115;090000;1.1133900;1.1136600;1.1130000;1.1135300;28306
20200115;100000;1.1135500;1.1137000;1.1125000;1.1127900;51102
20200115;110000;1.1128400;1.1130800;1.1117000;1.1129900;81509
20200115;120000;1.1130100;1.1133500;1.1124000;1.1127400;76345
20200115;130000;1.1128200;1.1139400;1.1123000;1.1138600;57792
20200115;140000;1.1138700;1.1155000;1.1136900;1.1147800;103933
20200115;150000;1.1148000;1.1152500;1.1138000;1.1140600;76325
20200115;160000;1.1140900;1.1149400;1.1138000;1.1148000;99309
20200115;170000;1.1149100;1.1163400;1.1147000;1.1152300;102352
20200115;180000;1.1152300;1.1154700;1.1141000;1.1152100;93968
20200115;190000;1.1152300;1.1160000;1.1148000;1.1159400;80158
20200115;200000;1.1159000;1.1161500;1.1154000;1.1157400;59999
20200115;210000;1.1157600;1.1159700;1.1148000;1.1151400;47035
20200115;220000;1.1151400;1.1154100;1.1147000;1.1150500;42916
20200115;230000;1.1150500;1.1153000;1.1146000;1.1152200;40880
20200116;000000;1.1152400;1.1152500;1.1146000;1.1149500;17495
20200116;010000;1.1149600;1.1154000;1.1147000;1.1151700;32366
20200116;020000;1.1151600;1.1153200;1.1148000;1.1152200;16529
20200116;030000;1.1152200;1.1158100;1.1150000;1.1153900;37143
20200116;040000;1.1154800;1.1155300;1.1151000;1.1153500;28891
20200116;050000;1.1153500;1.1154000;1.1149000;1.1151700;21848
20200116;060000;1.1151700;1.1155000;1.1149000;1.1152300;21059
20200116;070000;1.1152600;1.1153500;1.1149000;1.1150900;18848
20200116;080000;1.1150900;1.1153000;1.1148000;1.1149500;18839
20200116;090000;1.1149700;1.1150600;1.1143000;1.1150400;38866
20200116;100000;1.1150100;1.1153000;1.1143000;1.1147500;61890
20200116;110000;1.1147600;1.1163700;1.1145000;1.1156200;93961
20200116;120000;1.1156300;1.1159400;1.1149000;1.1153300;83041
20200116;130000;1.1153100;1.1163200;1.1151000;1.1157100;61710
20200116;140000;1.1157500;1.1160700;1.1154000;1.1158900;51838
20200116;150000;1.1158900;1.1172800;1.1155000;1.1164600;76911
20200116;160000;1.1164800;1.1170200;1.1148000;1.1151300;126203
20200116;170000;1.1151400;1.1160500;1.1139000;1.1141400;104447
20200116;180000;1.1141400;1.1147000;1.1129000;1.1140700;128167
20200116;190000;1.1140700;1.1142500;1.1127000;1.1130100;94307
20200116;200000;1.1130100;1.1136100;1.1128000;1.1134500;49944
20200116;210000;1.1134700;1.1136200;1.1130000;1.1134700;40256
20200116;220000;1.1134700;1.1135700;1.1130000;1.1134800;34564
20200116;230000;1.1134800;1.1138100;1.1133000;1.1137800;34960
20200117;000000;1.1137800;1.1138200;1.1133000;1.1136400;20553
20200117;010000;1.1136500;1.1138300;1.1130900;1.1136800;18530
20200117;020000;1.1136500;1.1138100;1.1134000;1.1136900;18212
20200117;030000;1.1136900;1.1139600;1.1133000;1.1137300;32003
20200117;040000;1.1137500;1.1139500;1.1133000;1.1136800;32108
20200117;050000;1.1136700;1.1142800;1.1134000;1.1136000;37089
20200117;060000;1.1136200;1.1138200;1.1129000;1.1131000;30550
20200117;070000;1.1130900;1.1134000;1.1128000;1.1132000;19231
20200117;080000;1.1132000;1.1138100;1.1130000;1.1136500;22103
20200117;090000;1.1136500;1.1140800;1.1133000;1.1139600;29308
20200117;100000;1.1139600;1.1141500;1.1133000;1.1136300;56175
20200117;110000;1.1136300;1.1139900;1.1132000;1.1135300;67572
20200117;120000;1.1135400;1.1138000;1.1123000;1.1127500;90800
20200117;130000;1.1127500;1.1128600;1.1114000;1.1116000;81040
20200117;140000;1.1116000;1.1116400;1.1105000;1.1112200;85159
20200117;150000;1.1112100;1.1115000;1.1104000;1.1109600;66750
20200117;160000;1.1109800;1.1112000;1.1096900;1.1099600;108243
20200117;170000;1.1100500;1.1106200;1.1094000;1.1100300;98065
20200117;180000;1.1100400;1.1103000;1.1084000;1.1093800;111538
20200117;190000;1.1093800;1.1096200;1.1087000;1.1091300;72646
20200117;200000;1.1091900;1.1095000;1.1086000;1.1090100;45840
20200117;210000;1.1091000;1.1094400;1.1089000;1.1091500;35925
20200117;220000;1.1092500;1.1094600;1.1089000;1.1092200;26448
20200117;230000;1.1092900;1.1093300;1.1090000;1.1091000;27289
20200118;000000;1.1092600;1.1093000;1.1086300;1.1087600;20327
20200118;010000;1.1091200;1.1091200;1.1088000;1.1088000;2
20200119;210000;1.1094400;1.1094700;1.1086000;1.1092300;52
20200119;220000;1.1092900;1.1093200;1.1091000;1.1091000;22
20200119;230000;1.1092100;1.1093200;1.1091000;1.1091000;78
20200120;000000;1.1091000;1.1094100;1.1090300;1.1091000;115
20200120;010000;1.1090200;1.1098100;1.1087900;1.1090500;28928
20200120;020000;1.1089700;1.1094800;1.1087000;1.1094500;20744
20200120;030000;1.1093700;1.1098700;1.1091000;1.1092000;25241
20200120;040000;1.1092900;1.1098000;1.1091000;1.1096200;28335
20200120;050000;1.1096300;1.1097400;1.1093000;1.1096300;21218
20200120;060000;1.1096300;1.1099000;1.1094000;1.1095400;24020
20200120;070000;1.1095800;1.1096700;1.1092000;1.1096500;18469
20200120;080000;1.1096500;1.1099100;1.1093000;1.1096900;19640
20200120;090000;1.1097900;1.1101300;1.1096000;1.1100000;33959
20200120;100000;1.1100500;1.1102400;1.1092000;1.1094400;55107
20200120;110000;1.1094500;1.1097400;1.1087000;1.1088800;65704
20200120;120000;1.1089000;1.1091400;1.1081000;1.1089600;74166
20200120;130000;1.1088600;1.1090700;1.1081000;1.1084000;45943
20200120;140000;1.1084000;1.1088300;1.1082000;1.1085700;38486
20200120;150000;1.1085600;1.1087200;1.1081000;1.1083800;36258
20200120;160000;1.1083800;1.1085600;1.1079000;1.1083500;49531
20200120;170000;1.1083500;1.1084700;1.1078000;1.1082000;42111
20200120;180000;1.1082000;1.1085200;1.1075000;1.1082500;47388
20200120;190000;1.1082600;1.1086100;1.1080000;1.1083900;37120
20200120;200000;1.1083900;1.1087000;1.1081000;1.1083400;21633
20200120;210000;1.1083400;1.1090700;1.1081000;1.1089000;29110
20200120;220000;1.1089100;1.1092000;1.1086600;1.1091700;30285
20200120;230000;1.1091700;1.1098000;1.1090000;1.1097500;47888
20200121;000000;1.1097400;1.1098000;1.1092100;1.1094400;27152
20200121;010000;1.1094500;1.1097800;1.1092200;1.1097000;13349
20200121;020000;1.1096400;1.1096800;1.1092000;1.1096200;18832
20200121;030000;1.1095900;1.1097000;1.1089000;1.1092300;26345
20200121;040000;1.1092300;1.1093100;1.1087000;1.1090300;49240
20200121;050000;1.1090300;1.1096500;1.1089000;1.1095600;35084
20200121;060000;1.1095400;1.1098800;1.1093000;1.1097200;36675
20200121;070000;1.1097300;1.1099400;1.1093000;1.1098800;23585
20200121;080000;1.1099100;1.1099500;1.1093000;1.1094900;24791
20200121;090000;1.1095300;1.1097400;1.1092000;1.1093300;39287
20200121;100000;1.1093900;1.1097000;1.1090000;1.1092100;70073
20200121;110000;1.1092300;1.1096400;1.1085000;1.1090100;95326
20200121;120000;1.1090400;1.1093600;1.1084000;1.1090300;76467
20200121;130000;1.1090700;1.1110000;1.1088000;1.1103500;97124
20200121;140000;1.1103700;1.1110200;1.1100000;1.1105200;72865
20200121;150000;1.1105100;1.1109100;1.1098000;1.1108100;61843
20200121;160000;1.1107800;1.1118100;1.1106000;1.1113600;96941
20200121;170000;1.1113600;1.1114000;1.1100000;1.1103000;86201
20200121;180000;1.1102800;1.1103800;1.1087000;1.1097800;97689
20200121;190000;1.1097800;1.1100000;1.1090000;1.1095800;70148
20200121;200000;1.1095700;1.1096400;1.1089000;1.1091400;37979
20200121;210000;1.1091400;1.1095100;1.1088000;1.1091900;56321
20200121;220000;1.1092300;1.1095200;1.1090000;1.1094800;43618
20200121;230000;1.1094800;1.1095300;1.1086000;1.1087300;32679
20200122;000000;1.1087200;1.1088200;1.1079000;1.1081900;29957
20200122;010000;1.1081600;1.1084800;1.1080000;1.1082400;19621
20200122;020000;1.1082300;1.1085600;1.1081000;1.1085100;22449
20200122;030000;1.1085100;1.1087000;1.1081000;1.1082700;33914
20200122;040000;1.1082700;1.1084000;1.1076000;1.1081600;40430
20200122;050000;1.1081500;1.1082400;1.1076000;1.1080200;45835
20200122;060000;1.1080400;1.1084000;1.1078000;1.1081500;26617
20200122;070000;1.1081300;1.1083100;1.1079000;1.1082200;14851
20200122;080000;1.1082100;1.1086000;1.1081000;1.1084500;24641
20200122;090000;1.1084500;1.1086300;1.1079000;1.1082300;36767
20200122;100000;1.1083000;1.1086100;1.1074000;1.1085800;59653
20200122;110000;1.1085800;1.1086000;1.1073000;1.1081500;81169
20200122;120000;1.1081300;1.1092900;1.1076000;1.1090800;76837
20200122;130000;1.1090800;1.1094700;1.1084000;1.1086000;64708
20200122;140000;1.1086000;1.1088000;1.1076000;1.1078700;80746
20200122;150000;1.1078600;1.1085100;1.1075000;1.1083600;76175
20200122;160000;1.1083600;1.1091300;1.1081000;1.1089700;86989
20200122;170000;1.1089800;1.1098500;1.1071000;1.1072800;97643
20200122;180000;1.1073200;1.1078200;1.1069000;1.1075200;130741
20200122;190000;1.1075400;1.1091200;1.1073000;1.1084600;92129
20200122;200000;1.1084800;1.1090000;1.1082000;1.1084800;44154
20200122;210000;1.1085200;1.1087300;1.1082000;1.1086800;31203
20200122;220000;1.1087000;1.1093500;1.1084000;1.1091700;44360
20200122;230000;1.1091800;1.1093000;1.1087000;1.1092400;37925
20200123;000000;1.1092500;1.1095200;1.1089000;1.1092600;21985
20200123;010000;1.1092300;1.1095400;1.1090000;1.1092000;13887
20200123;020000;1.1093100;1.1096800;1.1091000;1.1095700;22007
20200123;030000;1.1095700;1.1099700;1.1079000;1.1087200;50921
20200123;040000;1.1086800;1.1090000;1.1084000;1.1089300;53977
20200123;050000;1.1089100;1.1091400;1.1086000;1.1089100;32642
20200123;060000;1.1089000;1.1090000;1.1081000;1.1082800;28732
20200123;070000;1.1082800;1.1086000;1.1080000;1.1084000;26238
20200123;080000;1.1085100;1.1085300;1.1081000;1.1082200;27150
20200123;090000;1.1083000;1.1085200;1.1080000;1.1085100;33528
20200123;100000;1.1085200;1.1092300;1.1084000;1.1089200;63392
20200123;110000;1.1089200;1.1089800;1.1081000;1.1083700;86812
20200123;120000;1.1083700;1.1087000;1.1077000;1.1084200;69436
20200123;130000;1.1084200;1.1092000;1.1080000;1.1090700;60218
20200123;140000;1.1090700;1.1095000;1.1086000;1.1090000;53325
20200123;150000;1.1090300;1.1092700;1.1083000;1.1084500;59060
20200123;160000;1.1084400;1.1108700;1.1079000;1.1086500;196655
20200123;170000;1.1086500;1.1090400;1.1059000;1.1069400;178946
20200123;180000;1.1069400;1.1071600;1.1039000;1.1046100;152405
20200123;190000;1.1046100;1.1046100;1.1035000;1.1041100;102771
20200123;200000;1.1041000;1.1052000;1.1038000;1.1050800;63826
20200123;210000;1.1050900;1.1053700;1.1046000;1.1049600;58194
20200123;220000;1.1049200;1.1056000;1.1046000;1.1055200;48841
20200123;230000;1.1055300;1.1057700;1.1053000;1.1055100;40520
20200124;000000;1.1055500;1.1059000;1.1051100;1.1052600;22147
20200124;010000;1.1053500;1.1058200;1.1050000;1.1055400;15212
20200124;020000;1.1054900;1.1056300;1.1052000;1.1055100;17414
20200124;030000;1.1055200;1.1055600;1.1048000;1.1051000;27120
20200124;040000;1.1052600;1.1055400;1.1050000;1.1053400;23541
20200124;050000;1.1053900;1.1054000;1.1050000;1.1052400;22642
20200124;060000;1.1052400;1.1053100;1.1048000;1.1050400;20146
20200124;070000;1.1050400;1.1052000;1.1047000;1.1048100;18048
20200124;080000;1.1047900;1.1050000;1.1045000;1.1048400;20604
20200124;090000;1.1048700;1.1051000;1.1043000;1.1050200;29707
20200124;100000;1.1050400;1.1052600;1.1041000;1.1050200;56022
20200124;110000;1.1051000;1.1061700;1.1043000;1.1046800;142152
20200124;120000;1.1047000;1.1052500;1.1032700;1.1035800;122544
20200124;130000;1.1035800;1.1040000;1.1030000;1.1037400;75028
20200124;140000;1.1037500;1.1037500;1.1026000;1.1035100;72711
20200124;150000;1.1035500;1.1037000;1.1024000;1.1027500;47287
20200124;160000;1.1027300;1.1039100;1.1025000;1.1038800;81953
20200124;170000;1.1038300;1.1039900;1.1027000;1.1031100;96862
20200124;180000;1.1031100;1.1036100;1.1021000;1.1024700;142483
20200124;190000;1.1024900;1.1028000;1.1019000;1.1025000;83480
20200124;200000;1.1025000;1.1028000;1.1021000;1.1027200;58451
20200124;210000;1.1027000;1.1029700;1.1025000;1.1027900;49475
20200124;220000;1.1027900;1.1033000;1.1026000;1.1029500;45064
20200124;230000;1.1029100;1.1030200;1.1024000;1.1027700;48856
20200125;000000;1.1027200;1.1029600;1.1020300;1.1024300;32689
20200125;010000;1.1025100;1.1025100;1.1025100;1.1025100;1
20200126;210000;1.1023900;1.1036200;1.1023900;1.1033000;96
20200126;220000;1.1032700;1.1037400;1.1029100;1.1030000;111
20200126;230000;1.1029900;1.1032400;1.1027700;1.1029000;143
20200127;000000;1.1030300;1.1036500;1.1025800;1.1029800;264
20200127;010000;1.1031000;1.1032700;1.1022800;1.1030400;68765
20200127;020000;1.1030300;1.1034300;1.1023000;1.1024100;96621
20200127;030000;1.1024500;1.1035000;1.1023000;1.1032000;55076
20200127;040000;1.1032200;1.1034600;1.1029000;1.1033600;26070
20200127;050000;1.1032800;1.1036000;1.1027000;1.1029000;25749
20200127;060000;1.1028100;1.1030200;1.1026000;1.1027200;22604
20200127;070000;1.1027900;1.1029200;1.1026000;1.1026000;20595
20200127;080000;1.1027500;1.1031000;1.1025000;1.1030700;14121
20200127;090000;1.1030400;1.1031800;1.1024000;1.1027600;30895
20200127;100000;1.1027600;1.1037600;1.1026000;1.1034500;72101
20200127;110000;1.1034500;1.1037600;1.1024000;1.1026900;86252
20200127;120000;1.1027400;1.1027800;1.1013000;1.1020900;129842
20200127;130000;1.1020800;1.1029200;1.1017000;1.1027700;69655
20200127;140000;1.1027900;1.1029000;1.1020000;1.1024500;65696
20200127;150000;1.1024300;1.1026000;1.1018000;1.1023200;61273
20200127;160000;1.1022600;1.1031600;1.1021000;1.1027200;75314
20200127;170000;1.1027000;1.1032200;1.1014000;1.1017400;92110
20200127;180000;1.1017400;1.1023600;1.1010000;1.1012400;95259
20200127;190000;1.1012500;1.1022100;1.1008000;1.1018800;74077
20200127;200000;1.1018900;1.1019400;1.1009000;1.1014600;52956
20200127;210000;1.1015000;1.1015700;1.1011000;1.1014100;36374
20200127;220000;1.1014100;1.1017500;1.1012000;1.1015900;39825
20200127;230000;1.1016300;1.1019000;1.1014000;1.1017200;35491
20200128;000000;1.1016800;1.1020400;1.1015000;1.1018500;23618
20200128;010000;1.1018600;1.1020600;1.1014200;1.1018000;20402
20200128;020000;1.1017100;1.1020400;1.1016000;1.1018800;25070
20200128;030000;1.1019300;1.1020000;1.1015000;1.1019100;21892
20200128;040000;1.1019100;1.1025300;1.1018000;1.1019900;32876
20200128;050000;1.1019900;1.1022000;1.1016000;1.1021000;22243
20200128;060000;1.1021000;1.1022000;1.1018000;1.1020800;16651
20200128;070000;1.1020400;1.1022500;1.1018000;1.1022300;19243
20200128;080000;1.1022300;1.1023200;1.1020000;1.1020900;20370
20200128;090000;1.1021800;1.1023300;1.1017000;1.1018700;29702
20200128;100000;1.1019400;1.1019400;1.1012000;1.1016700;52597
20200128;110000;1.1015800;1.1023600;1.1011000;1.1019200;87827
20200128;120000;1.1019200;1.1021800;1.1012000;1.1016700;111485
20200128;130000;1.1016300;1.1022500;1.1013000;1.1018700;61555
20200128;140000;1.1019200;1.1019500;1.1006000;1.1010500;63356
20200128;150000;1.1010500;1.1010800;1.1001000;1.1006600;95719
20200128;160000;1.1005700;1.1009600;1.1000000;1.1005100;93344
20200128;170000;1.1005400;1.1006600;1.0998000;1.1003900;92253
20200128;180000;1.1004100;1.1006000;1.0996000;1.1000100;103798
20200128;190000;1.0999000;1.1010600;1.0998000;1.1007400;73333
20200128;200000;1.1006900;1.1011000;1.1001000;1.1009000;54087
20200128;210000;1.1008100;1.1014400;1.1007000;1.1012200;38883
20200128;220000;1.1011800;1.1017400;1.1010000;1.1016200;31225
20200128;230000;1.1016500;1.1021800;1.1015000;1.1021300;30217
20200129;000000;1.1021700;1.1023000;1.1018000;1.1022000;26113
20200129;010000;1.1020700;1.1024900;1.1016700;1.1021300;29250
20200129;020000;1.1021800;1.1023200;1.1019000;1.1021700;16148
20200129;030000;1.1022000;1.1027700;1.1018000;1.1021000;38008
20200129;040000;1.1022700;1.1023000;1.1014000;1.1016600;35934
20200129;050000;1.1016600;1.1017000;1.1013000;1.1015600;26305
20200129;060000;1.1015600;1.1017200;1.1011000;1.1014000;24487
20200129;070000;1.1014000;1.1014400;1.1011000;1.1013000;16615
20200129;080000;1.1013100;1.1015600;1.1009000;1.1014900;19368
20200129;090000;1.1014800;1.1016600;1.1013000;1.1014300;25113
20200129;100000;1.1014800;1.1015200;1.1001000;1.1005100;63525
20200129;110000;1.1005400;1.1007500;1.0998000;1.1002200;89418
20200129;120000;1.1002200;1.1005700;1.0993000;1.1002200;78796
20200129;130000;1.1002100;1.1004200;1.0996000;1.1000900;55457
20200129;140000;1.1001400;1.1002400;1.0996000;1.1001000;47703
20200129;150000;1.1001500;1.1003300;1.0995000;1.0997900;52200
